Solution #, n, T, alpha, beta, l_0
23705, 48.600000, 690.087256, 0.601074, 0.398926, 0.981689
23706, 48.600000, 690.087256, 0.601074, 0.398926, 0.981934
23707, 48.600000, 690.087256, 0.601074, 0.398926, 0.982178
23708, 48.600000, 690.087256, 0.601074, 0.398926, 0.982422
23709, 48.600000, 690.087256, 0.601074, 0.398926, 0.982666
23710, 48.600000, 690.087256, 0.601074, 0.398926, 0.982910
23711, 48.600000, 690.087256, 0.601074, 0.398926, 0.983154
23712, 48.600000, 690.087256, 0.600830, 0.399170, 0.983398
23713, 48.600000, 690.087256, 0.601074, 0.398926, 0.983398
23714, 48.600000, 690.087256, 0.600830, 0.399170, 0.983643
23715, 48.600000, 690.087256, 0.601074, 0.398926, 0.983643
23716, 48.600000, 690.087256, 0.600830, 0.399170, 0.983887
23717, 48.600000, 690.087256, 0.601074, 0.398926, 0.983887
23718, 48.600000, 690.087256, 0.600830, 0.399170, 0.984131
23719, 48.600000, 690.087256, 0.601074, 0.398926, 0.984131
23720, 48.600000, 690.087256, 0.600830, 0.399170, 0.984375
23721, 48.600000, 690.087256, 0.601074, 0.398926, 0.984375
23722, 48.600000, 690.087256, 0.600830, 0.399170, 0.984619
23723, 48.600000, 690.087256, 0.601074, 0.398926, 0.984619
23724, 48.600000, 690.087256, 0.600830, 0.399170, 0.984863
23725, 48.600000, 690.087256, 0.601074, 0.398926, 0.984863
23726, 48.600000, 690.087256, 0.600830, 0.399170, 0.985107
23727, 48.600000, 690.087256, 0.601074, 0.398926, 0.985107
23728, 48.600000, 690.087256, 0.600830, 0.399170, 0.985352
23729, 48.600000, 690.087256, 0.601074, 0.398926, 0.985352
23730, 48.600000, 690.087256, 0.600830, 0.399170, 0.985596
23731, 48.600000, 690.087256, 0.601074, 0.398926, 0.985596
23732, 48.600000, 690.087256, 0.600830, 0.399170, 0.985840
23733, 48.600000, 690.087256, 0.601074, 0.398926, 0.985840
23734, 48.600000, 690.087256, 0.600830, 0.399170, 0.986084
23735, 48.600000, 690.087256, 0.600830, 0.399170, 0.986328
23736, 48.600000, 690.087256, 0.600830, 0.399170, 0.986572
23737, 48.600000, 690.087256, 0.600830, 0.399170, 0.986816
23738, 48.600000, 690.087256, 0.600830, 0.399170, 0.987061
23739, 48.600000, 690.087256, 0.600830, 0.399170, 0.987305
23740, 48.600000, 690.087256, 0.600830, 0.399170, 0.987549
23741, 48.600000, 690.087256, 0.600830, 0.399170, 0.987793
23742, 48.600000, 690.087256, 0.600830, 0.399170, 0.988037
23743, 48.600000, 690.087256, 0.600830, 0.399170, 0.988281
23744, 48.600000, 690.087256, 0.600830, 0.399170, 0.988525
23745, 48.600000, 690.087256, 0.600830, 0.399170, 0.988770
23746, 48.700000, 690.107466, 0.301514, 0.698486, -0.999756
23747, 48.700000, 690.107466, 0.301758, 0.698242, -0.999756
23748, 48.700000, 690.107466, 0.462646, 0.537354, -0.141357
23749, 48.700000, 690.107466, 0.462646, 0.537354, -0.141113
23750, 48.700000, 690.107466, 0.462646, 0.537354, -0.140869
23751, 48.700000, 690.107466, 0.462646, 0.537354, -0.140625
23752, 48.700000, 690.107466, 0.462646, 0.537354, -0.140381
23753, 48.700000, 690.107466, 0.462646, 0.537354, -0.140137
23754, 48.700000, 690.107466, 0.462646, 0.537354, -0.139893
23755, 48.700000, 690.107466, 0.462646, 0.537354, -0.139648
23756, 48.700000, 690.107466, 0.462646, 0.537354, -0.139404
23757, 48.700000, 690.107466, 0.462646, 0.537354, -0.139160
23758, 48.700000, 690.107466, 0.462646, 0.537354, -0.138916
23759, 48.700000, 690.107466, 0.462646, 0.537354, -0.138672
23760, 48.700000, 690.107466, 0.462646, 0.537354, -0.138428
23761, 48.700000, 690.107466, 0.462646, 0.537354, -0.138184
23762, 48.700000, 690.107466, 0.462646, 0.537354, -0.137939
23763, 48.700000, 690.107466, 0.462646, 0.537354, -0.137695
23764, 48.700000, 690.107466, 0.462646, 0.537354, -0.137451
23765, 48.700000, 690.107466, 0.462646, 0.537354, -0.137207
23766, 48.700000, 690.107466, 0.462646, 0.537354, -0.136963
23767, 48.700000, 690.107466, 0.462646, 0.537354, -0.136719
23768, 48.700000, 690.107466, 0.462646, 0.537354, -0.136475
23769, 48.700000, 690.107466, 0.462646, 0.537354, -0.136230
23770, 48.700000, 690.107466, 0.462646, 0.537354, -0.135986
23771, 48.700000, 690.107466, 0.462646, 0.537354, -0.135742
23772, 48.700000, 690.107466, 0.462646, 0.537354, -0.135498
23773, 48.700000, 690.107466, 0.462646, 0.537354, -0.135254
23774, 48.700000, 690.107466, 0.462402, 0.537598, -0.135010
23775, 48.700000, 690.107466, 0.462646, 0.537354, -0.135010
23776, 48.700000, 690.107466, 0.462402, 0.537598, -0.134766
23777, 48.700000, 690.107466, 0.462646, 0.537354, -0.134766
23778, 48.700000, 690.107466, 0.462402, 0.537598, -0.134521
23779, 48.700000, 690.107466, 0.462646, 0.537354, -0.134521
23780, 48.700000, 690.107466, 0.462402, 0.537598, -0.134277
23781, 48.700000, 690.107466, 0.462646, 0.537354, -0.134277
23782, 48.700000, 690.107466, 0.462402, 0.537598, -0.134033
23783, 48.700000, 690.107466, 0.462646, 0.537354, -0.134033
23784, 48.700000, 690.107466, 0.462402, 0.537598, -0.133789
23785, 48.700000, 690.107466, 0.462646, 0.537354, -0.133789
23786, 48.700000, 690.107466, 0.462402, 0.537598, -0.133545
23787, 48.700000, 690.107466, 0.462646, 0.537354, -0.133545
23788, 48.700000, 690.107466, 0.462402, 0.537598, -0.133301
23789, 48.700000, 690.107466, 0.462646, 0.537354, -0.133301
23790, 48.700000, 690.107466, 0.462402, 0.537598, -0.133057
23791, 48.700000, 690.107466, 0.462646, 0.537354, -0.133057
23792, 48.700000, 690.107466, 0.462402, 0.537598, -0.132812
23793, 48.700000, 690.107466, 0.462646, 0.537354, -0.132812
23794, 48.700000, 690.107466, 0.462402, 0.537598, -0.132568
23795, 48.700000, 690.107466, 0.462646, 0.537354, -0.132568
23796, 48.700000, 690.107466, 0.462402, 0.537598, -0.132324
23797, 48.700000, 690.107466, 0.462646, 0.537354, -0.132324
23798, 48.700000, 690.107466, 0.462402, 0.537598, -0.132080
23799, 48.700000, 690.107466, 0.462646, 0.537354, -0.132080
23800, 48.700000, 690.107466, 0.462402, 0.537598, -0.131836
23801, 48.700000, 690.107466, 0.462646, 0.537354, -0.131836
23802, 48.700000, 690.107466, 0.462402, 0.537598, -0.131592
23803, 48.700000, 690.107466, 0.462646, 0.537354, -0.131592
23804, 48.700000, 690.107466, 0.462402, 0.537598, -0.131348
23805, 48.700000, 690.107466, 0.462646, 0.537354, -0.131348
23806, 48.700000, 690.107466, 0.462402, 0.537598, -0.131104
23807, 48.700000, 690.107466, 0.462646, 0.537354, -0.131104
23808, 48.700000, 690.107466, 0.462402, 0.537598, -0.130859
23809, 48.700000, 690.107466, 0.462646, 0.537354, -0.130859
23810, 48.700000, 690.107466, 0.462402, 0.537598, -0.130615
23811, 48.700000, 690.107466, 0.462646, 0.537354, -0.130615
23812, 48.700000, 690.107466, 0.462402, 0.537598, -0.130371
23813, 48.700000, 690.107466, 0.462646, 0.537354, -0.130371
23814, 48.700000, 690.107466, 0.462402, 0.537598, -0.130127
23815, 48.700000, 690.107466, 0.462646, 0.537354, -0.130127
23816, 48.700000, 690.107466, 0.462402, 0.537598, -0.129883
23817, 48.700000, 690.107466, 0.462646, 0.537354, -0.129883
23818, 48.700000, 690.107466, 0.462402, 0.537598, -0.129639
23819, 48.700000, 690.107466, 0.462646, 0.537354, -0.129639
23820, 48.700000, 690.107466, 0.462402, 0.537598, -0.129395
23821, 48.700000, 690.107466, 0.462646, 0.537354, -0.129395
23822, 48.700000, 690.107466, 0.462402, 0.537598, -0.129150
23823, 48.700000, 690.107466, 0.462646, 0.537354, -0.129150
23824, 48.700000, 690.107466, 0.462402, 0.537598, -0.128906
23825, 48.700000, 690.107466, 0.462646, 0.537354, -0.128906
23826, 48.700000, 690.107466, 0.462402, 0.537598, -0.128662
23827, 48.700000, 690.107466, 0.462646, 0.537354, -0.128662
23828, 48.700000, 690.107466, 0.462402, 0.537598, -0.128418
23829, 48.700000, 690.107466, 0.462646, 0.537354, -0.128418
23830, 48.700000, 690.107466, 0.462402, 0.537598, -0.128174
23831, 48.700000, 690.107466, 0.462646, 0.537354, -0.128174
23832, 48.700000, 690.107466, 0.462402, 0.537598, -0.127930
23833, 48.700000, 690.107466, 0.462402, 0.537598, -0.127686
23834, 48.700000, 690.107466, -0.000244, 0.999756, -0.024414
23835, 48.700000, 690.107466, -0.000244, 0.999756, -0.024170
23836, 48.700000, 690.107466, -0.000244, 0.999756, -0.023926
23837, 48.700000, 690.107466, -0.000244, 0.999756, -0.023682
23838, 48.700000, 690.107466, 0.601562, 0.398438, 0.981934
23839, 48.700000, 690.107466, 0.601562, 0.398438, 0.982178
23840, 48.700000, 690.107466, 0.601562, 0.398438, 0.982422
23841, 48.700000, 690.107466, 0.601562, 0.398438, 0.982666
23842, 48.700000, 690.107466, 0.601562, 0.398438, 0.982910
23843, 48.700000, 690.107466, 0.601562, 0.398438, 0.983154
23844, 48.700000, 690.107466, 0.601562, 0.398438, 0.983398
23845, 48.700000, 690.107466, 0.601562, 0.398438, 0.983643
23846, 48.700000, 690.107466, 0.601562, 0.398438, 0.983887
23847, 48.700000, 690.107466, 0.601562, 0.398438, 0.984131
23848, 48.700000, 690.107466, 0.601562, 0.398438, 0.984375
23849, 48.700000, 690.107466, 0.601562, 0.398438, 0.984619
23850, 48.700000, 690.107466, 0.601318, 0.398682, 0.984863
23851, 48.700000, 690.107466, 0.601562, 0.398438, 0.984863
23852, 48.700000, 690.107466, 0.601318, 0.398682, 0.985107
23853, 48.700000, 690.107466, 0.601562, 0.398438, 0.985107
23854, 48.700000, 690.107466, 0.601318, 0.398682, 0.985352
23855, 48.700000, 690.107466, 0.601562, 0.398438, 0.985352
23856, 48.700000, 690.107466, 0.601318, 0.398682, 0.985596
23857, 48.700000, 690.107466, 0.601562, 0.398438, 0.985596
23858, 48.700000, 690.107466, 0.601318, 0.398682, 0.985840
23859, 48.700000, 690.107466, 0.601562, 0.398438, 0.985840
23860, 48.700000, 690.107466, 0.601318, 0.398682, 0.986084
23861, 48.700000, 690.107466, 0.601562, 0.398438, 0.986084
23862, 48.700000, 690.107466, 0.601318, 0.398682, 0.986328
23863, 48.700000, 690.107466, 0.601562, 0.398438, 0.986328
23864, 48.700000, 690.107466, 0.601318, 0.398682, 0.986572
23865, 48.700000, 690.107466, 0.601562, 0.398438, 0.986572
23866, 48.700000, 690.107466, 0.601318, 0.398682, 0.986816
23867, 48.700000, 690.107466, 0.601562, 0.398438, 0.986816
23868, 48.700000, 690.107466, 0.601318, 0.398682, 0.987061
23869, 48.700000, 690.107466, 0.601562, 0.398438, 0.987061
23870, 48.700000, 690.107466, 0.601318, 0.398682, 0.987305
23871, 48.700000, 690.107466, 0.601562, 0.398438, 0.987305
23872, 48.700000, 690.107466, 0.601318, 0.398682, 0.987549
23873, 48.700000, 690.107466, 0.601562, 0.398438, 0.987549
23874, 48.700000, 690.107466, 0.601318, 0.398682, 0.987793
23875, 48.700000, 690.107466, 0.601318, 0.398682, 0.988037
23876, 48.700000, 690.107466, 0.601318, 0.398682, 0.988281
23877, 48.700000, 690.107466, 0.601318, 0.398682, 0.988525
23878, 48.700000, 690.107466, 0.601318, 0.398682, 0.988770
23879, 48.700000, 690.107466, 0.601318, 0.398682, 0.989014
23880, 48.700000, 690.107466, 0.601318, 0.398682, 0.989258
23881, 48.700000, 690.107466, 0.601318, 0.398682, 0.989502
23882, 48.700000, 690.107466, 0.601318, 0.398682, 0.989746
23883, 48.700000, 690.107466, 0.601318, 0.398682, 0.989990
23884, 48.700000, 690.107466, 0.601318, 0.398682, 0.990234
23885, 48.700000, 690.107466, 0.601318, 0.398682, 0.990479
23886, 48.800000, 690.127594, 0.300781, 0.699219, -0.999756
23887, 48.800000, 690.127594, 0.301025, 0.698975, -0.999756
23888, 48.800000, 690.127594, 0.462646, 0.537354, -0.142090
23889, 48.800000, 690.127594, 0.462646, 0.537354, -0.141846
23890, 48.800000, 690.127594, 0.462646, 0.537354, -0.141602
23891, 48.800000, 690.127594, 0.462646, 0.537354, -0.141357
23892, 48.800000, 690.127594, 0.462646, 0.537354, -0.141113
23893, 48.800000, 690.127594, 0.462646, 0.537354, -0.140869
23894, 48.800000, 690.127594, 0.462646, 0.537354, -0.140625
23895, 48.800000, 690.127594, 0.462646, 0.537354, -0.140381
23896, 48.800000, 690.127594, 0.462646, 0.537354, -0.140137
23897, 48.800000, 690.127594, 0.462646, 0.537354, -0.139893
23898, 48.800000, 690.127594, 0.462646, 0.537354, -0.139648
23899, 48.800000, 690.127594, 0.462646, 0.537354, -0.139404
23900, 48.800000, 690.127594, 0.462646, 0.537354, -0.139160
23901, 48.800000, 690.127594, 0.462646, 0.537354, -0.138916
23902, 48.800000, 690.127594, 0.462646, 0.537354, -0.138672
23903, 48.800000, 690.127594, 0.462646, 0.537354, -0.138428
23904, 48.800000, 690.127594, 0.462646, 0.537354, -0.138184
23905, 48.800000, 690.127594, 0.462646, 0.537354, -0.137939
23906, 48.800000, 690.127594, 0.462646, 0.537354, -0.137695
23907, 48.800000, 690.127594, 0.462646, 0.537354, -0.137451
23908, 48.800000, 690.127594, 0.462646, 0.537354, -0.137207
23909, 48.800000, 690.127594, 0.462646, 0.537354, -0.136963
23910, 48.800000, 690.127594, 0.462646, 0.537354, -0.136719
23911, 48.800000, 690.127594, 0.462646, 0.537354, -0.136475
23912, 48.800000, 690.127594, 0.462646, 0.537354, -0.136230
23913, 48.800000, 690.127594, 0.462646, 0.537354, -0.135986
23914, 48.800000, 690.127594, 0.462646, 0.537354, -0.135742
23915, 48.800000, 690.127594, 0.462646, 0.537354, -0.135498
23916, 48.800000, 690.127594, 0.462646, 0.537354, -0.135254
23917, 48.800000, 690.127594, 0.462402, 0.537598, -0.135010
23918, 48.800000, 690.127594, 0.462646, 0.537354, -0.135010
23919, 48.800000, 690.127594, 0.462402, 0.537598, -0.134766
23920, 48.800000, 690.127594, 0.462646, 0.537354, -0.134766
23921, 48.800000, 690.127594, 0.462402, 0.537598, -0.134521
23922, 48.800000, 690.127594, 0.462646, 0.537354, -0.134521
23923, 48.800000, 690.127594, 0.462402, 0.537598, -0.134277
23924, 48.800000, 690.127594, 0.462646, 0.537354, -0.134277
23925, 48.800000, 690.127594, 0.462402, 0.537598, -0.134033
23926, 48.800000, 690.127594, 0.462646, 0.537354, -0.134033
23927, 48.800000, 690.127594, 0.462402, 0.537598, -0.133789
23928, 48.800000, 690.127594, 0.462646, 0.537354, -0.133789
23929, 48.800000, 690.127594, 0.462402, 0.537598, -0.133545
23930, 48.800000, 690.127594, 0.462646, 0.537354, -0.133545
23931, 48.800000, 690.127594, 0.462402, 0.537598, -0.133301
23932, 48.800000, 690.127594, 0.462646, 0.537354, -0.133301
23933, 48.800000, 690.127594, 0.462402, 0.537598, -0.133057
23934, 48.800000, 690.127594, 0.462646, 0.537354, -0.133057
23935, 48.800000, 690.127594, 0.462402, 0.537598, -0.132812
23936, 48.800000, 690.127594, 0.462646, 0.537354, -0.132812
23937, 48.800000, 690.127594, 0.462402, 0.537598, -0.132568
23938, 48.800000, 690.127594, 0.462646, 0.537354, -0.132568
23939, 48.800000, 690.127594, 0.462402, 0.537598, -0.132324
23940, 48.800000, 690.127594, 0.462646, 0.537354, -0.132324
23941, 48.800000, 690.127594, 0.462402, 0.537598, -0.132080
23942, 48.800000, 690.127594, 0.462646, 0.537354, -0.132080
23943, 48.800000, 690.127594, 0.462402, 0.537598, -0.131836
23944, 48.800000, 690.127594, 0.462646, 0.537354, -0.131836
23945, 48.800000, 690.127594, 0.462402, 0.537598, -0.131592
23946, 48.800000, 690.127594, 0.462646, 0.537354, -0.131592
23947, 48.800000, 690.127594, 0.462402, 0.537598, -0.131348
23948, 48.800000, 690.127594, 0.462646, 0.537354, -0.131348
23949, 48.800000, 690.127594, 0.462402, 0.537598, -0.131104
23950, 48.800000, 690.127594, 0.462646, 0.537354, -0.131104
23951, 48.800000, 690.127594, 0.462402, 0.537598, -0.130859
23952, 48.800000, 690.127594, 0.462646, 0.537354, -0.130859
23953, 48.800000, 690.127594, 0.462402, 0.537598, -0.130615
23954, 48.800000, 690.127594, 0.462646, 0.537354, -0.130615
23955, 48.800000, 690.127594, 0.462402, 0.537598, -0.130371
23956, 48.800000, 690.127594, 0.462646, 0.537354, -0.130371
23957, 48.800000, 690.127594, 0.462402, 0.537598, -0.130127
23958, 48.800000, 690.127594, 0.462646, 0.537354, -0.130127
23959, 48.800000, 690.127594, 0.462402, 0.537598, -0.129883
23960, 48.800000, 690.127594, 0.462646, 0.537354, -0.129883
23961, 48.800000, 690.127594, 0.462402, 0.537598, -0.129639
23962, 48.800000, 690.127594, 0.462646, 0.537354, -0.129639
23963, 48.800000, 690.127594, 0.462402, 0.537598, -0.129395
23964, 48.800000, 690.127594, 0.462646, 0.537354, -0.129395
23965, 48.800000, 690.127594, 0.462646, 0.537354, -0.129150
23966, 48.800000, 690.127594, 0.462646, 0.537354, -0.128906
23967, 48.800000, 690.127594, 0.462646, 0.537354, -0.128662
23968, 48.800000, 690.127594, 0.462646, 0.537354, -0.128418
23969, 48.800000, 690.127594, 0.462646, 0.537354, -0.128174
23970, 48.800000, 690.127594, 0.462646, 0.537354, -0.127930
23971, 48.800000, 690.127594, -0.000244, 0.999756, -0.024414
23972, 48.800000, 690.127594, -0.000244, 0.999756, -0.024170
23973, 48.800000, 690.127594, -0.000244, 0.999756, -0.023926
23974, 48.800000, 690.127594, -0.000244, 0.999756, -0.023682
23975, 48.800000, 690.127594, 0.602051, 0.397949, 0.983398
23976, 48.800000, 690.127594, 0.602051, 0.397949, 0.983643
23977, 48.800000, 690.127594, 0.602051, 0.397949, 0.983887
23978, 48.800000, 690.127594, 0.602051, 0.397949, 0.984131
23979, 48.800000, 690.127594, 0.602051, 0.397949, 0.984375
23980, 48.800000, 690.127594, 0.602051, 0.397949, 0.984619
23981, 48.800000, 690.127594, 0.602051, 0.397949, 0.984863
23982, 48.800000, 690.127594, 0.602051, 0.397949, 0.985107
23983, 48.800000, 690.127594, 0.602051, 0.397949, 0.985352
23984, 48.800000, 690.127594, 0.602051, 0.397949, 0.985596
23985, 48.800000, 690.127594, 0.602051, 0.397949, 0.985840
23986, 48.800000, 690.127594, 0.602051, 0.397949, 0.986084
23987, 48.800000, 690.127594, 0.601807, 0.398193, 0.986328
23988, 48.800000, 690.127594, 0.602051, 0.397949, 0.986328
23989, 48.800000, 690.127594, 0.601807, 0.398193, 0.986572
23990, 48.800000, 690.127594, 0.602051, 0.397949, 0.986572
23991, 48.800000, 690.127594, 0.601807, 0.398193, 0.986816
23992, 48.800000, 690.127594, 0.602051, 0.397949, 0.986816
23993, 48.800000, 690.127594, 0.601807, 0.398193, 0.987061
23994, 48.800000, 690.127594, 0.602051, 0.397949, 0.987061
23995, 48.800000, 690.127594, 0.601807, 0.398193, 0.987305
23996, 48.800000, 690.127594, 0.602051, 0.397949, 0.987305
23997, 48.800000, 690.127594, 0.601807, 0.398193, 0.987549
23998, 48.800000, 690.127594, 0.602051, 0.397949, 0.987549
23999, 48.800000, 690.127594, 0.601807, 0.398193, 0.987793
24000, 48.800000, 690.127594, 0.602051, 0.397949, 0.987793
24001, 48.800000, 690.127594, 0.601807, 0.398193, 0.988037
24002, 48.800000, 690.127594, 0.602051, 0.397949, 0.988037
24003, 48.800000, 690.127594, 0.601807, 0.398193, 0.988281
24004, 48.800000, 690.127594, 0.602051, 0.397949, 0.988281
24005, 48.800000, 690.127594, 0.601807, 0.398193, 0.988525
24006, 48.800000, 690.127594, 0.602051, 0.397949, 0.988525
24007, 48.800000, 690.127594, 0.601807, 0.398193, 0.988770
24008, 48.800000, 690.127594, 0.602051, 0.397949, 0.988770
24009, 48.800000, 690.127594, 0.601807, 0.398193, 0.989014
24010, 48.800000, 690.127594, 0.602051, 0.397949, 0.989014
24011, 48.800000, 690.127594, 0.601807, 0.398193, 0.989258
24012, 48.800000, 690.127594, 0.601807, 0.398193, 0.989502
24013, 48.800000, 690.127594, 0.601807, 0.398193, 0.989746
24014, 48.800000, 690.127594, 0.601807, 0.398193, 0.989990
24015, 48.800000, 690.127594, 0.601807, 0.398193, 0.990234
24016, 48.800000, 690.127594, 0.601807, 0.398193, 0.990479
24017, 48.800000, 690.127594, 0.601807, 0.398193, 0.990723
24018, 48.800000, 690.127594, 0.601807, 0.398193, 0.990967
24019, 48.800000, 690.127594, 0.601807, 0.398193, 0.991211
24020, 48.800000, 690.127594, 0.601807, 0.398193, 0.991455
24021, 48.800000, 690.127594, 0.601807, 0.398193, 0.991699
24022, 48.800000, 690.127594, 0.601807, 0.398193, 0.991943
24023, 48.900000, 690.147640, 0.300049, 0.699951, -0.999756
24024, 48.900000, 690.147640, 0.300293, 0.699707, -0.999756
