Solution #, n, T, alpha, beta, l_0
433, 1.900000, 486.027900, 0.463379, 0.536621, -0.000244
434, 1.900000, 486.027900, 0.463135, 0.536865, -0.000244
435, 1.900000, 486.027900, 0.462891, 0.537109, -0.000244
436, 1.900000, 486.027900, 0.462646, 0.537354, -0.000244
437, 1.900000, 486.027900, 0.462402, 0.537598, -0.000244
438, 1.900000, 486.027900, 0.462158, 0.537842, -0.000244
439, 2.000000, 494.974747, -0.056152, 0.943848, -0.106689
440, 2.000000, 494.974747, -0.056152, 0.943848, -0.106445
441, 2.000000, 494.974747, 0.462158, 0.537842, -0.000244
442, 2.000000, 494.974747, 0.462402, 0.537598, -0.000244
443, 2.000000, 494.974747, 0.462646, 0.537354, -0.000244
444, 2.000000, 494.974747, 0.462891, 0.537109, -0.000244
445, 2.000000, 494.974747, 0.463135, 0.536865, -0.000244
446, 2.000000, 494.974747, 0.463379, 0.536621, -0.000244
447, 2.000000, 494.974747, 0.463623, 0.536377, -0.000244
448, 2.000000, 494.974747, 0.463867, 0.536133, -0.000244
449, 2.000000, 494.974747, 0.464111, 0.535889, -0.000244
450, 2.000000, 494.974747, 0.464355, 0.535645, -0.000244
451, 2.000000, 494.974747, 0.464600, 0.535400, -0.000244
452, 2.000000, 494.974747, 0.464844, 0.535156, -0.000244
453, 2.000000, 494.974747, 0.463623, 0.536377, 0.000000
454, 2.000000, 494.974747, 0.463867, 0.536133, 0.000000
455, 2.000000, 494.974747, 0.464111, 0.535889, 0.000000
456, 2.000000, 494.974747, 0.464355, 0.535645, 0.000000
457, 2.000000, 494.974747, 0.464600, 0.535400, 0.000000
458, 2.000000, 494.974747, 0.464844, 0.535156, 0.000000
459, 2.000000, 494.974747, 0.465088, 0.534912, 0.000000
460, 2.000000, 494.974747, 0.465332, 0.534668, 0.000000
461, 2.000000, 494.974747, 0.465576, 0.534424, 0.000000
462, 2.000000, 494.974747, 0.465820, 0.534180, 0.000000
463, 2.000000, 494.974747, 0.466064, 0.533936, 0.000000
464, 2.000000, 494.974747, 0.466309, 0.533691, 0.000000
465, 2.000000, 494.974747, 0.940918, -0.059082, 0.109863
466, 2.000000, 494.974747, 0.941162, -0.058838, 0.109619
467, 2.000000, 494.974747, 0.466309, 0.533691, -0.000000
468, 2.000000, 494.974747, 0.466064, 0.533936, -0.000000
469, 2.000000, 494.974747, 0.465820, 0.534180, -0.000000
470, 2.000000, 494.974747, 0.465576, 0.534424, -0.000000
471, 2.000000, 494.974747, 0.465332, 0.534668, -0.000000
472, 2.000000, 494.974747, 0.465088, 0.534912, -0.000000
473, 2.000000, 494.974747, 0.464844, 0.535156, -0.000000
474, 2.000000, 494.974747, 0.464600, 0.535400, -0.000000
475, 2.000000, 494.974747, 0.464355, 0.535645, -0.000000
476, 2.000000, 494.974747, 0.464111, 0.535889, -0.000000
477, 2.000000, 494.974747, 0.463867, 0.536133, -0.000000
478, 2.000000, 494.974747, 0.463623, 0.536377, -0.000000
479, 2.000000, 494.974747, 0.464844, 0.535156, -0.000244
480, 2.000000, 494.974747, 0.464600, 0.535400, -0.000244
481, 2.000000, 494.974747, 0.464355, 0.535645, -0.000244
482, 2.000000, 494.974747, 0.464111, 0.535889, -0.000244
483, 2.000000, 494.974747, 0.463867, 0.536133, -0.000244
484, 2.000000, 494.974747, 0.463623, 0.536377, -0.000244
485, 2.000000, 494.974747, 0.463379, 0.536621, -0.000244
486, 2.000000, 494.974747, 0.463135, 0.536865, -0.000244
487, 2.000000, 494.974747, 0.462891, 0.537109, -0.000244
488, 2.000000, 494.974747, 0.462646, 0.537354, -0.000244
489, 2.000000, 494.974747, 0.462402, 0.537598, -0.000244
490, 2.000000, 494.974747, 0.462158, 0.537842, -0.000244
491, 2.100000, 503.211344, -0.055176, 0.944824, -0.106445
492, 2.100000, 503.211344, -0.054932, 0.945068, -0.106201
493, 2.100000, 503.211344, 0.462158, 0.537842, -0.000244
494, 2.100000, 503.211344, 0.462402, 0.537598, -0.000244
495, 2.100000, 503.211344, 0.462646, 0.537354, -0.000244
496, 2.100000, 503.211344, 0.462891, 0.537109, -0.000244
497, 2.100000, 503.211344, 0.463135, 0.536865, -0.000244
498, 2.100000, 503.211344, 0.463379, 0.536621, -0.000244
499, 2.100000, 503.211344, 0.463623, 0.536377, -0.000244
500, 2.100000, 503.211344, 0.463867, 0.536133, -0.000244
501, 2.100000, 503.211344, 0.464111, 0.535889, -0.000244
502, 2.100000, 503.211344, 0.464355, 0.535645, -0.000244
503, 2.100000, 503.211344, 0.464600, 0.535400, -0.000244
504, 2.100000, 503.211344, 0.464844, 0.535156, -0.000244
505, 2.100000, 503.211344, 0.463623, 0.536377, 0.000000
506, 2.100000, 503.211344, 0.463867, 0.536133, 0.000000
507, 2.100000, 503.211344, 0.464111, 0.535889, 0.000000
508, 2.100000, 503.211344, 0.464355, 0.535645, 0.000000
509, 2.100000, 503.211344, 0.464600, 0.535400, 0.000000
510, 2.100000, 503.211344, 0.464844, 0.535156, 0.000000
511, 2.100000, 503.211344, 0.465088, 0.534912, 0.000000
512, 2.100000, 503.211344, 0.465332, 0.534668, 0.000000
513, 2.100000, 503.211344, 0.465576, 0.534424, 0.000000
514, 2.100000, 503.211344, 0.465820, 0.534180, 0.000000
515, 2.100000, 503.211344, 0.466064, 0.533936, 0.000000
516, 2.100000, 503.211344, 0.466309, 0.533691, 0.000000
517, 2.100000, 503.211344, 0.942383, -0.057617, 0.108887
518, 2.100000, 503.211344, 0.942383, -0.057617, 0.108643
519, 2.100000, 503.211344, 0.466309, 0.533691, -0.000000
520, 2.100000, 503.211344, 0.466064, 0.533936, -0.000000
521, 2.100000, 503.211344, 0.465820, 0.534180, -0.000000
522, 2.100000, 503.211344, 0.465576, 0.534424, -0.000000
523, 2.100000, 503.211344, 0.465332, 0.534668, -0.000000
524, 2.100000, 503.211344, 0.465088, 0.534912, -0.000000
525, 2.100000, 503.211344, 0.464844, 0.535156, -0.000000
526, 2.100000, 503.211344, 0.464600, 0.535400, -0.000000
527, 2.100000, 503.211344, 0.464355, 0.535645, -0.000000
528, 2.100000, 503.211344, 0.464111, 0.535889, -0.000000
529, 2.100000, 503.211344, 0.463867, 0.536133, -0.000000
530, 2.100000, 503.211344, 0.463623, 0.536377, -0.000000
531, 2.100000, 503.211344, 0.464844, 0.535156, -0.000244
532, 2.100000, 503.211344, 0.464600, 0.535400, -0.000244
533, 2.100000, 503.211344, 0.464355, 0.535645, -0.000244
534, 2.100000, 503.211344, 0.464111, 0.535889, -0.000244
535, 2.100000, 503.211344, 0.463867, 0.536133, -0.000244
536, 2.100000, 503.211344, 0.463623, 0.536377, -0.000244
537, 2.100000, 503.211344, 0.463379, 0.536621, -0.000244
538, 2.100000, 503.211344, 0.463135, 0.536865, -0.000244
539, 2.100000, 503.211344, 0.462891, 0.537109, -0.000244
540, 2.100000, 503.211344, 0.462646, 0.537354, -0.000244
541, 2.100000, 503.211344, 0.462402, 0.537598, -0.000244
542, 2.100000, 503.211344, 0.462158, 0.537842, -0.000244
543, 2.200000, 510.818037, -0.053711, 0.946289, -0.105957
544, 2.200000, 510.818037, -0.053711, 0.946289, -0.105713
545, 2.200000, 510.818037, -0.053467, 0.946533, -0.105469
546, 2.200000, 510.818037, 0.462158, 0.537842, -0.000244
547, 2.200000, 510.818037, 0.462402, 0.537598, -0.000244
548, 2.200000, 510.818037, 0.462646, 0.537354, -0.000244
549, 2.200000, 510.818037, 0.462891, 0.537109, -0.000244
550, 2.200000, 510.818037, 0.463135, 0.536865, -0.000244
551, 2.200000, 510.818037, 0.463379, 0.536621, -0.000244
552, 2.200000, 510.818037, 0.463623, 0.536377, -0.000244
553, 2.200000, 510.818037, 0.463867, 0.536133, -0.000244
554, 2.200000, 510.818037, 0.464111, 0.535889, -0.000244
555, 2.200000, 510.818037, 0.464355, 0.535645, -0.000244
556, 2.200000, 510.818037, 0.464600, 0.535400, -0.000244
557, 2.200000, 510.818037, 0.464844, 0.535156, -0.000244
558, 2.200000, 510.818037, 0.463623, 0.536377, 0.000000
559, 2.200000, 510.818037, 0.463867, 0.536133, 0.000000
560, 2.200000, 510.818037, 0.464111, 0.535889, 0.000000
561, 2.200000, 510.818037, 0.464355, 0.535645, 0.000000
562, 2.200000, 510.818037, 0.464600, 0.535400, 0.000000
563, 2.200000, 510.818037, 0.464844, 0.535156, 0.000000
564, 2.200000, 510.818037, 0.465088, 0.534912, 0.000000
565, 2.200000, 510.818037, 0.465332, 0.534668, 0.000000
566, 2.200000, 510.818037, 0.465576, 0.534424, 0.000000
567, 2.200000, 510.818037, 0.465820, 0.534180, 0.000000
568, 2.200000, 510.818037, 0.466064, 0.533936, 0.000000
569, 2.200000, 510.818037, 0.466309, 0.533691, 0.000000
570, 2.200000, 510.818037, 0.943848, -0.056152, 0.108154
571, 2.200000, 510.818037, 0.944092, -0.055908, 0.107910
572, 2.200000, 510.818037, 0.944092, -0.055908, 0.107666
573, 2.200000, 510.818037, 0.466309, 0.533691, -0.000000
574, 2.200000, 510.818037, 0.466064, 0.533936, -0.000000
575, 2.200000, 510.818037, 0.465820, 0.534180, -0.000000
576, 2.200000, 510.818037, 0.465576, 0.534424, -0.000000
577, 2.200000, 510.818037, 0.465332, 0.534668, -0.000000
578, 2.200000, 510.818037, 0.465088, 0.534912, -0.000000
579, 2.200000, 510.818037, 0.464844, 0.535156, -0.000000
580, 2.200000, 510.818037, 0.464600, 0.535400, -0.000000
581, 2.200000, 510.818037, 0.464355, 0.535645, -0.000000
582, 2.200000, 510.818037, 0.464111, 0.535889, -0.000000
583, 2.200000, 510.818037, 0.463867, 0.536133, -0.000000
584, 2.200000, 510.818037, 0.463623, 0.536377, -0.000000
585, 2.200000, 510.818037, 0.464844, 0.535156, -0.000244
586, 2.200000, 510.818037, 0.464600, 0.535400, -0.000244
587, 2.200000, 510.818037, 0.464355, 0.535645, -0.000244
588, 2.200000, 510.818037, 0.464111, 0.535889, -0.000244
589, 2.200000, 510.818037, 0.463867, 0.536133, -0.000244
590, 2.200000, 510.818037, 0.463623, 0.536377, -0.000244
591, 2.200000, 510.818037, 0.463379, 0.536621, -0.000244
592, 2.200000, 510.818037, 0.463135, 0.536865, -0.000244
593, 2.200000, 510.818037, 0.462891, 0.537109, -0.000244
594, 2.200000, 510.818037, 0.462646, 0.537354, -0.000244
595, 2.200000, 510.818037, 0.462402, 0.537598, -0.000244
596, 2.200000, 510.818037, 0.462158, 0.537842, -0.000244
597, 2.300000, 517.863656, -0.052246, 0.947754, -0.105469
598, 2.300000, 517.863656, -0.052246, 0.947754, -0.105225
599, 2.300000, 517.863656, -0.052002, 0.947998, -0.104980
600, 2.300000, 517.863656, 0.462158, 0.537842, -0.000244
601, 2.300000, 517.863656, 0.462402, 0.537598, -0.000244
602, 2.300000, 517.863656, 0.462646, 0.537354, -0.000244
603, 2.300000, 517.863656, 0.462891, 0.537109, -0.000244
604, 2.300000, 517.863656, 0.463135, 0.536865, -0.000244
605, 2.300000, 517.863656, 0.463379, 0.536621, -0.000244
606, 2.300000, 517.863656, 0.463623, 0.536377, -0.000244
607, 2.300000, 517.863656, 0.463867, 0.536133, -0.000244
608, 2.300000, 517.863656, 0.464111, 0.535889, -0.000244
609, 2.300000, 517.863656, 0.464355, 0.535645, -0.000244
610, 2.300000, 517.863656, 0.464600, 0.535400, -0.000244
611, 2.300000, 517.863656, 0.464844, 0.535156, -0.000244
612, 2.300000, 517.863656, 0.463623, 0.536377, 0.000000
613, 2.300000, 517.863656, 0.463867, 0.536133, 0.000000
614, 2.300000, 517.863656, 0.464111, 0.535889, 0.000000
615, 2.300000, 517.863656, 0.464355, 0.535645, 0.000000
616, 2.300000, 517.863656, 0.464600, 0.535400, 0.000000
617, 2.300000, 517.863656, 0.464844, 0.535156, 0.000000
618, 2.300000, 517.863656, 0.465088, 0.534912, 0.000000
619, 2.300000, 517.863656, 0.465332, 0.534668, 0.000000
620, 2.300000, 517.863656, 0.465576, 0.534424, 0.000000
621, 2.300000, 517.863656, 0.465820, 0.534180, 0.000000
622, 2.300000, 517.863656, 0.466064, 0.533936, 0.000000
623, 2.300000, 517.863656, 0.466309, 0.533691, 0.000000
624, 2.300000, 517.863656, 0.945801, -0.054199, 0.106934
625, 2.300000, 517.863656, 0.945801, -0.054199, 0.106689
626, 2.300000, 517.863656, 0.946045, -0.053955, 0.106445
627, 2.300000, 517.863656, 0.466309, 0.533691, -0.000000
628, 2.300000, 517.863656, 0.466064, 0.533936, -0.000000
629, 2.300000, 517.863656, 0.465820, 0.534180, -0.000000
630, 2.300000, 517.863656, 0.465576, 0.534424, -0.000000
631, 2.300000, 517.863656, 0.465332, 0.534668, -0.000000
632, 2.300000, 517.863656, 0.465088, 0.534912, -0.000000
633, 2.300000, 517.863656, 0.464844, 0.535156, -0.000000
634, 2.300000, 517.863656, 0.464600, 0.535400, -0.000000
635, 2.300000, 517.863656, 0.464355, 0.535645, -0.000000
636, 2.300000, 517.863656, 0.464111, 0.535889, -0.000000
637, 2.300000, 517.863656, 0.463867, 0.536133, -0.000000
638, 2.300000, 517.863656, 0.463623, 0.536377, -0.000000
639, 2.300000, 517.863656, 0.464844, 0.535156, -0.000244
640, 2.300000, 517.863656, 0.464600, 0.535400, -0.000244
641, 2.300000, 517.863656, 0.464355, 0.535645, -0.000244
642, 2.300000, 517.863656, 0.464111, 0.535889, -0.000244
643, 2.300000, 517.863656, 0.463867, 0.536133, -0.000244
644, 2.300000, 517.863656, 0.463623, 0.536377, -0.000244
645, 2.300000, 517.863656, 0.463379, 0.536621, -0.000244
646, 2.300000, 517.863656, 0.463135, 0.536865, -0.000244
647, 2.300000, 517.863656, 0.462891, 0.537109, -0.000244
648, 2.300000, 517.863656, 0.462646, 0.537354, -0.000244
649, 2.300000, 517.863656, 0.462402, 0.537598, -0.000244
650, 2.300000, 517.863656, 0.462158, 0.537842, -0.000244
651, 2.400000, 524.407477, -0.050537, 0.949463, -0.104736
652, 2.400000, 524.407477, -0.050537, 0.949463, -0.104492
653, 2.400000, 524.407477, -0.050293, 0.949707, -0.104248
654, 2.400000, 524.407477, 0.462158, 0.537842, -0.000244
655, 2.400000, 524.407477, 0.462402, 0.537598, -0.000244
656, 2.400000, 524.407477, 0.462646, 0.537354, -0.000244
657, 2.400000, 524.407477, 0.462891, 0.537109, -0.000244
658, 2.400000, 524.407477, 0.463135, 0.536865, -0.000244
659, 2.400000, 524.407477, 0.463379, 0.536621, -0.000244
660, 2.400000, 524.407477, 0.463623, 0.536377, -0.000244
661, 2.400000, 524.407477, 0.463867, 0.536133, -0.000244
662, 2.400000, 524.407477, 0.464111, 0.535889, -0.000244
663, 2.400000, 524.407477, 0.464355, 0.535645, -0.000244
664, 2.400000, 524.407477, 0.464600, 0.535400, -0.000244
665, 2.400000, 524.407477, 0.464844, 0.535156, -0.000244
666, 2.400000, 524.407477, 0.463623, 0.536377, 0.000000
667, 2.400000, 524.407477, 0.463867, 0.536133, 0.000000
668, 2.400000, 524.407477, 0.464111, 0.535889, 0.000000
669, 2.400000, 524.407477, 0.464355, 0.535645, 0.000000
670, 2.400000, 524.407477, 0.464600, 0.535400, 0.000000
671, 2.400000, 524.407477, 0.464844, 0.535156, 0.000000
672, 2.400000, 524.407477, 0.465088, 0.534912, 0.000000
673, 2.400000, 524.407477, 0.465332, 0.534668, 0.000000
674, 2.400000, 524.407477, 0.465576, 0.534424, 0.000000
675, 2.400000, 524.407477, 0.465820, 0.534180, 0.000000
676, 2.400000, 524.407477, 0.466064, 0.533936, 0.000000
677, 2.400000, 524.407477, 0.466309, 0.533691, 0.000000
678, 2.400000, 524.407477, 0.947754, -0.052246, 0.105713
679, 2.400000, 524.407477, 0.947754, -0.052246, 0.105469
680, 2.400000, 524.407477, 0.947998, -0.052002, 0.105225
681, 2.400000, 524.407477, 0.466309, 0.533691, -0.000000
682, 2.400000, 524.407477, 0.466064, 0.533936, -0.000000
683, 2.400000, 524.407477, 0.465820, 0.534180, -0.000000
684, 2.400000, 524.407477, 0.465576, 0.534424, -0.000000
685, 2.400000, 524.407477, 0.465332, 0.534668, -0.000000
686, 2.400000, 524.407477, 0.465088, 0.534912, -0.000000
687, 2.400000, 524.407477, 0.464844, 0.535156, -0.000000
688, 2.400000, 524.407477, 0.464600, 0.535400, -0.000000
689, 2.400000, 524.407477, 0.464355, 0.535645, -0.000000
690, 2.400000, 524.407477, 0.464111, 0.535889, -0.000000
691, 2.400000, 524.407477, 0.463867, 0.536133, -0.000000
692, 2.400000, 524.407477, 0.463623, 0.536377, -0.000000
693, 2.400000, 524.407477, 0.464844, 0.535156, -0.000244
694, 2.400000, 524.407477, 0.464600, 0.535400, -0.000244
695, 2.400000, 524.407477, 0.464355, 0.535645, -0.000244
696, 2.400000, 524.407477, 0.464111, 0.535889, -0.000244
697, 2.400000, 524.407477, 0.463867, 0.536133, -0.000244
698, 2.400000, 524.407477, 0.463623, 0.536377, -0.000244
699, 2.400000, 524.407477, 0.463379, 0.536621, -0.000244
700, 2.400000, 524.407477, 0.463135, 0.536865, -0.000244
701, 2.400000, 524.407477, 0.462891, 0.537109, -0.000244
702, 2.400000, 524.407477, 0.462646, 0.537354, -0.000244
703, 2.400000, 524.407477, 0.462402, 0.537598, -0.000244
704, 2.400000, 524.407477, 0.462158, 0.537842, -0.000244
705, 2.500000, 530.500798, -0.048828, 0.951172, -0.104004
706, 2.500000, 530.500798, -0.048584, 0.951416, -0.103760
707, 2.500000, 530.500798, 0.462158, 0.537842, -0.000244
708, 2.500000, 530.500798, 0.462402, 0.537598, -0.000244
709, 2.500000, 530.500798, 0.462646, 0.537354, -0.000244
710, 2.500000, 530.500798, 0.462891, 0.537109, -0.000244
711, 2.500000, 530.500798, 0.463135, 0.536865, -0.000244
712, 2.500000, 530.500798, 0.463379, 0.536621, -0.000244
713, 2.500000, 530.500798, 0.463623, 0.536377, -0.000244
714, 2.500000, 530.500798, 0.463867, 0.536133, -0.000244
715, 2.500000, 530.500798, 0.464111, 0.535889, -0.000244
716, 2.500000, 530.500798, 0.464355, 0.535645, -0.000244
717, 2.500000, 530.500798, 0.464600, 0.535400, -0.000244
718, 2.500000, 530.500798, 0.464844, 0.535156, -0.000244
719, 2.500000, 530.500798, 0.463623, 0.536377, 0.000000
720, 2.500000, 530.500798, 0.463867, 0.536133, 0.000000
721, 2.500000, 530.500798, 0.464111, 0.535889, 0.000000
722, 2.500000, 530.500798, 0.464355, 0.535645, 0.000000
723, 2.500000, 530.500798, 0.464600, 0.535400, 0.000000
724, 2.500000, 530.500798, 0.464844, 0.535156, 0.000000
725, 2.500000, 530.500798, 0.465088, 0.534912, 0.000000
726, 2.500000, 530.500798, 0.465332, 0.534668, 0.000000
727, 2.500000, 530.500798, 0.465576, 0.534424, 0.000000
728, 2.500000, 530.500798, 0.465820, 0.534180, 0.000000
729, 2.500000, 530.500798, 0.466064, 0.533936, 0.000000
730, 2.500000, 530.500798, 0.949707, -0.050293, 0.104492
731, 2.500000, 530.500798, 0.949707, -0.050293, 0.104248
732, 2.500000, 530.500798, 0.949951, -0.050049, 0.104004
733, 2.500000, 530.500798, 0.466064, 0.533936, -0.000000
734, 2.500000, 530.500798, 0.465820, 0.534180, -0.000000
735, 2.500000, 530.500798, 0.465576, 0.534424, -0.000000
736, 2.500000, 530.500798, 0.465332, 0.534668, -0.000000
737, 2.500000, 530.500798, 0.465088, 0.534912, -0.000000
738, 2.500000, 530.500798, 0.464844, 0.535156, -0.000000
739, 2.500000, 530.500798, 0.464600, 0.535400, -0.000000
740, 2.500000, 530.500798, 0.464355, 0.535645, -0.000000
741, 2.500000, 530.500798, 0.464111, 0.535889, -0.000000
742, 2.500000, 530.500798, 0.463867, 0.536133, -0.000000
743, 2.500000, 530.500798, 0.463623, 0.536377, -0.000000
744, 2.500000, 530.500798, 0.464844, 0.535156, -0.000244
745, 2.500000, 530.500798, 0.464600, 0.535400, -0.000244
746, 2.500000, 530.500798, 0.464355, 0.535645, -0.000244
747, 2.500000, 530.500798, 0.464111, 0.535889, -0.000244
748, 2.500000, 530.500798, 0.463867, 0.536133, -0.000244
749, 2.500000, 530.500798, 0.463623, 0.536377, -0.000244
750, 2.500000, 530.500798, 0.463379, 0.536621, -0.000244
751, 2.500000, 530.500798, 0.463135, 0.536865, -0.000244
752, 2.500000, 530.500798, 0.462891, 0.537109, -0.000244
753, 2.500000, 530.500798, 0.462646, 0.537354, -0.000244
754, 2.500000, 530.500798, 0.462402, 0.537598, -0.000244
755, 2.500000, 530.500798, 0.462158, 0.537842, -0.000244
756, 2.600000, 536.188225, -0.046875, 0.953125, -0.103271
757, 2.600000, 536.188225, -0.046875, 0.953125, -0.103027
758, 2.600000, 536.188225, -0.046631, 0.953369, -0.102783
759, 2.600000, 536.188225, 0.462158, 0.537842, -0.000244
760, 2.600000, 536.188225, 0.462402, 0.537598, -0.000244
761, 2.600000, 536.188225, 0.462646, 0.537354, -0.000244
762, 2.600000, 536.188225, 0.462891, 0.537109, -0.000244
763, 2.600000, 536.188225, 0.463135, 0.536865, -0.000244
764, 2.600000, 536.188225, 0.463379, 0.536621, -0.000244
765, 2.600000, 536.188225, 0.463623, 0.536377, -0.000244
766, 2.600000, 536.188225, 0.463867, 0.536133, -0.000244
767, 2.600000, 536.188225, 0.464111, 0.535889, -0.000244
768, 2.600000, 536.188225, 0.464355, 0.535645, -0.000244
769, 2.600000, 536.188225, 0.464600, 0.535400, -0.000244
770, 2.600000, 536.188225, 0.464844, 0.535156, -0.000244
771, 2.600000, 536.188225, 0.463623, 0.536377, 0.000000
772, 2.600000, 536.188225, 0.463867, 0.536133, 0.000000
773, 2.600000, 536.188225, 0.464111, 0.535889, 0.000000
774, 2.600000, 536.188225, 0.464355, 0.535645, 0.000000
775, 2.600000, 536.188225, 0.464600, 0.535400, 0.000000
776, 2.600000, 536.188225, 0.464844, 0.535156, 0.000000
777, 2.600000, 536.188225, 0.465088, 0.534912, 0.000000
778, 2.600000, 536.188225, 0.465332, 0.534668, 0.000000
